"Source","Target","Type","Weight","CountEither","CountBoth"
3310,3320,"Undirected",0.966049382716049,324,313
3081,3311,"Undirected",0.127450980392157,306,39
3080,3311,"Undirected",0.00635930047694754,629,4
3071,3311,"Undirected",0.948220064724919,309,293
3070,3311,"Undirected",0.00476190476190476,630,3
3101,3311,"Undirected",0.858461538461538,325,279
3100,3311,"Undirected",0.0245098039215686,612,15
3091,3311,"Undirected",0.879256965944272,323,284
3090,3311,"Undirected",0.0245098039215686,612,15
3121,3311,"Undirected",0.914110429447853,326,298
3120,3311,"Undirected",0.0065359477124183,612,4
3111,3311,"Undirected",0.8625,320,276
3110,3311,"Undirected",0.0228013029315961,614,14
3131,3311,"Undirected",0.0146579804560261,614,9
3130,3311,"Undirected",0.914826498422713,317,290
2921,3311,"Undirected",0.00303951367781155,329,1
2920,3311,"Undirected",0.5,604,302
2931,3311,"Undirected",0.0099403578528827,503,5
2930,3311,"Undirected",0.681093394077449,439,299
2961,3311,"Undirected",0.980582524271845,309,303
3080,3310,"Undirected",0.960725075528701,331,318
3070,3310,"Undirected",0.966666666666667,330,319
